Class,Data
01,"-421.3514,45.646328,9.779366,26.879366,0.53636646,-0.7259401,-13.397823,-5.7019916,-15.458037,0.65127087,-10.120607,4.518008,-9.33537,7.5131617,-5.7477446,-0.7332144,-0.18049318,0.93679696,-4.0637364,7.6032324"
01,"-420.08496,97.041275,4.092799,4.7197385,-5.4430094,13.397966,-12.137372,-21.3617,-5.4440775,3.3883405,-11.628045,3.2487051,-9.267403,2.697986,-2.6472545,-6.671256,-1.484576,0.6391452,-6.5320964,2.8134203"
01,"-412.21115,75.44473,-9.589217,8.835504,-14.281979,14.65718,-9.523731,-25.871601,-5.275362,3.1744606,-13.148182,8.562487,-13.234735,1.0655378,-3.2213264,-5.1878805,0.030348634,0.35458955,-6.343146,3.6516998"
01,"-415.95462,56.356575,-8.474113,24.269455,-9.261386,1.1084934,-16.65246,-6.457286,-6.471761,-0.004489685,-12.2295065,5.1395226,-8.696466,3.6394522,-4.5064797,-2.4761317,-0.95434904,0.9565846,-7.8101654,1.800529"
01,"-391.51358,68.03425,-3.7144089,27.47533,-8.479886,-0.5557498,-16.438389,-9.788804,-8.161957,-0.36197022,-13.087669,7.665646,-11.089523,2.5887742,-8.521517,-3.5041254,-4.235954,1.3747641,-9.783253,3.0566282"
01,"-396.64124,84.837036,0.54480106,12.496114,-21.656065,-7.0017824,-9.914003,-11.266896,-9.421121,-1.6784245,-10.433081,2.8214478,-11.554102,3.9764714,-3.0044336,-2.0982957,-0.81161463,-1.8646435,-3.7710755,-1.6835679"
01,"-398.5789,71.05379,-15.520859,21.924667,-13.553285,4.4689603,-18.061062,-19.650877,-7.9181876,-0.21874136,-10.782245,5.503871,-10.84897,6.470895,-4.5612435,-6.3807836,-1.1590903,-1.2856044,-6.6875467,1.0625677"
01,"-414.7739,43.307575,5.1588016,12.665549,-1.4206812,3.7752564,-17.520119,-8.654143,-12.668585,-3.566223,-12.500582,4.18006,-6.8188767,3.2579713,-1.5163953,-0.43223682,-0.046835627,8.102208,1.5425898,5.4192495"
01,"-408.674,73.27311,-12.70083,21.417097,-11.852362,4.8816247,-11.951589,-21.016504,-8.324279,6.204846,-15.816932,5.771938,-14.720483,5.0637517,-6.2201605,-1.8650014,-1.408156,-2.0188785,-6.473987,0.394563"
01,"-380.85632,67.007,-24.167507,9.56321,-16.427282,5.885422,-6.9903316,-11.254178,-11.031335,6.1350846,-12.3245,2.2144482,-9.2603245,4.6073794,-4.941933,-2.9544723,-3.0146372,-1.372809,-6.330015,5.0160623"
01,"-385.38107,92.28959,3.756311,7.1156745,-37.00916,1.9383652,-6.8584347,-10.355755,-6.7279515,0.78805345,-9.102239,0.30864903,-10.765223,4.901032,-8.474973,-4.069907,-0.369607,-4.7282996,-6.6154504,0.36129272"
01,"-350.81177,49.909306,-17.18438,14.065069,-16.482912,4.775917,-13.939977,-6.487986,-10.489086,0.9289829,-13.654911,-0.15318622,-10.028782,2.6805964,-4.851019,-2.9257252,-0.59183556,8.814012,-4.538153,4.656994"
01,"-399.47827,79.63375,-19.55757,12.989126,-14.540178,5.18481,-8.536003,-10.908533,-10.129104,5.536724,-12.464135,3.51984,-8.405842,1.5675856,-1.8355868,-3.6266792,-3.713776,2.9627097,-8.897866,3.275852"
01,"-397.44885,54.08305,-0.4607363,35.002182,-10.839069,-7.620917,-13.562258,-3.1282108,-16.15062,-1.8861089,-11.160755,4.7435794,-6.8387933,2.8013291,-2.0408182,-1.9523022,-3.4137614,1.2072784,-7.7242055,1.7380606"
01,"-380.5692,71.91652,-14.799183,6.9092546,-10.686328,6.88216,-9.514522,-11.272824,-8.161615,2.35686,-9.926429,1.3508893,-11.018643,5.9418,-7.7373466,-1.9727552,-2.429682,-3.2851446,-7.2100716,5.4792895"
01,"-395.73178,52.86589,3.3095534,36.39614,-3.0737505,-7.6849732,-10.761064,-5.132462,-14.290857,-2.0452557,-12.967162,6.331235,-11.984617,7.831256,-4.2381387,-1.9763392,-0.9211996,0.3003965,-4.8038354,5.2063365"
01,"-389.4605,86.58787,-31.600859,12.050236,-14.480563,2.0020616,-10.657578,-19.555803,-4.670225,5.4700747,-14.853234,6.5067515,-8.048204,0.7768915,-6.1065984,-5.89029,-1.696171,-2.0615754,-7.6638856,3.0300312"
01,"-381.92584,60.711685,-12.705043,30.792107,-11.42151,-10.094903,-16.659578,-6.034542,-8.797698,-0.20773728,-12.377935,9.27959,-6.847279,2.8166862,-5.703266,-3.996441,-0.18352543,-5.018224,-9.295354,6.65504"
01,"-393.17755,99.30731,8.976781,15.655282,-34.234554,-3.57303,-7.4957094,-12.88852,-8.653889,0.7050829,-5.515035,5.7866335,-11.097113,5.704885,-8.322812,-0.066679366,-0.3291261,-3.2253237,-5.1337137,-2.380288"
01,"-374.0919,86.77382,-1.6465186,9.658303,-17.803474,-2.7586312,-4.8850145,-16.88388,-9.508158,6.1827183,-11.492078,2.822537,-7.028959,3.993385,-5.7223244,2.7417564,3.5129588,-0.6419312,-1.6212312,0.9076744"
01,"-380.35056,97.23845,-0.017588401,-11.18883,-20.364893,5.492299,-12.278919,-14.28046,-10.756869,0.05742312,-11.643514,11.702353,-11.330713,8.974685,-6.226341,-4.0356317,0.5730639,1.5740281,-3.040606,4.891611"
01,"-359.0917,51.459927,-17.80838,19.889128,-21.931805,6.963957,-10.163026,-7.8959813,-8.12799,5.42524,-9.798247,6.610183,-12.14403,5.416768,-8.010129,-0.81018806,0.00546527,-0.21246961,-4.145246,5.973792"
01,"-362.69482,67.17538,-3.8662214,16.997156,-18.930347,-5.47159,-17.755806,-12.566801,-14.178899,-0.13868766,-10.142785,2.9693546,-6.1963673,2.5244737,-3.7447522,-2.1678324,-1.4103183,5.0086927,-2.7992115,2.3674634"
01,"-375.18027,92.133125,-14.672405,11.258081,-24.190832,3.2071087,-2.101303,-20.459711,-9.268836,-0.18953823,-16.403332,6.7130475,-8.934837,2.9593792,-9.868612,-1.9328508,-2.3148072,-3.6115897,-1.1345394,-2.9650497"
01,"-398.72244,78.27669,-1.0757473,-0.70095456,-18.4666,4.4902678,-14.343994,-13.460791,-9.178884,3.7414403,-12.655757,7.418715,-12.042429,3.8303025,-6.338668,-2.593117,2.9848902,0.29883078,-1.1200607,0.34154525"
01,"-428.05136,78.82211,-0.7950173,23.497005,-12.591804,1.6826782,-7.336181,-15.600783,-7.4681864,2.2382343,-9.157524,3.7012637,-10.021921,1.9091115,-8.515891,-0.88893527,0.25043535,-3.7475712,-4.9816384,0.30754864"
01,"-419.0766,52.837658,-1.2487098,24.65764,-13.424411,6.7821302,-11.342281,-11.722361,-6.4081283,4.1833935,-8.178105,4.1895375,-8.8252,6.7448325,-8.355803,-0.93258893,-0.015781326,-2.1295755,-5.221261,3.5157049"
01,"-393.9541,71.52481,-11.75904,23.93723,-14.145165,2.86288,-13.282529,-15.049708,-7.1072745,2.145858,-12.245814,4.974385,-9.818686,3.4710886,-2.6335473,-1.918863,0.06525544,-0.0047217435,-5.9297433,3.0683877"
01,"-416.11258,38.927814,6.5305514,15.712446,-2.522165,3.9844701,-15.686167,-8.834573,-12.665576,-0.43191317,-13.53565,7.0376062,-7.6102495,1.8723592,-2.0825505,-0.6078947,-2.8614962,3.8331857,-3.735011,5.4338083"
01,"-404.56003,63.987785,-1.6747764,23.208508,-6.3954005,-3.0371957,-11.073261,-15.415603,-17.756514,2.4126353,-10.249211,-0.88060427,-8.406542,2.9915338,-4.528191,0.044542767,2.7883022,1.3259387,-6.6096034,4.0839343"
01,"-427.43344,50.904495,11.98453,38.005577,-8.295021,-1.0283139,-5.2865777,-9.817178,-11.854201,-2.4818375,-7.1510057,1.802276,-7.665711,6.3713307,-6.7289996,-0.5692956,-0.050840672,-0.33176187,-3.764428,5.333234"
01,"-392.25644,56.362717,-4.726328,31.74615,-6.8694587,-8.115362,-16.662874,-7.432206,-11.644831,-1.7420852,-12.471678,8.013991,-12.765218,3.9627337,-2.5493333,-2.5629277,-2.0765815,-0.24679616,-6.1111674,5.0154786"
01,"-440.63187,56.886494,-1.6424344,26.39254,-2.1544938,-5.3814273,-17.156471,-2.057515,-8.771269,0.8493942,-6.7938185,9.201896,-2.9440255,2.401064,-2.3385649,-0.7115082,-2.5614152,0.3040068,-7.0610566,3.5699759"
01,"-393.23663,81.312325,-5.3616657,18.643538,-18.19102,-6.810324,-13.117931,-12.208759,-9.935609,0.78563535,-11.610944,4.7369757,-5.6250296,1.3687084,-4.8484774,-4.9606524,-3.2093644,-1.0797553,-9.010574,3.8497527"
01,"-419.1517,70.30895,-4.469743,32.52217,-8.824712,-0.7975387,-8.504357,-13.020846,-10.617868,2.1819227,-13.043343,5.874849,-12.595371,1.6589243,-1.3223578,-2.2209342,-1.4869666,-2.526203,-8.637167,0.8071332"
01,"-407.57697,62.97955,-1.900871,21.770119,-9.434551,-6.1332603,-12.463954,-11.317092,-15.9694605,3.548812,-10.68303,0.896741,-8.155529,-0.8028877,-3.1698263,0.5028213,0.721667,5.7483716,-6.6207957,4.1236463"
01,"-406.89648,60.811275,-7.8439355,13.621825,-18.791822,8.5045185,-10.306253,-7.7829227,-7.186248,3.0290918,-7.8413477,5.3985834,-10.275655,6.8271627,-4.89539,-2.5200136,-1.5217273,0.85327125,-6.7711644,4.620862"
01,"-437.36008,56.461117,1.4333575,33.315304,-7.2921367,1.2856973,-9.268404,-9.594084,-8.782187,-0.67403877,-10.833695,6.287466,-10.975249,-0.7007582,-2.576524,-3.4122899,-0.809117,-0.39705613,-11.837462,3.045494"
01,"-318.19458,18.782887,-11.654371,35.90222,-8.912555,-3.402322,-5.895835,-3.769339,-9.83529,6.618486,-22.952387,11.653077,-6.908352,3.1776452,-0.5708968,-1.6190523,-3.0139194,5.1309366,-14.837756,11.227829"
01,"-326.98837,53.495087,-16.199833,15.175813,-6.623044,5.5254016,-10.244481,-7.8245487,-8.18135,7.7212734,-21.804247,6.4224772,-11.005788,2.1228538,2.0466986,-7.8622284,-8.383615,6.8934608,-10.479312,14.529333"
01,"-305.65353,27.985308,-16.77695,28.156038,2.7730215,-10.687979,-11.624383,0.35516557,-15.208365,7.395725,-21.488157,9.296384,-2.2960465,-1.5860088,0.52204424,-1.5481321,-5.1330543,14.542784,-4.0885468,10.220261"
01,"-297.43567,44.96595,-18.540775,19.069248,-1.9763494,-6.115868,-15.987659,-5.9072022,-8.867348,6.3148346,-23.469547,7.041728,-9.377099,3.164174,-3.7123973,-6.3599777,-3.3195934,5.6103725,-11.075943,14.566132"
01,"-268.23663,41.407516,-8.040385,23.474115,1.3867648,-1.8804469,-5.481584,-3.3092635,-6.864403,5.691527,-18.956944,9.070054,-7.8352714,6.1863236,-4.877752,0.17116661,4.6805167,12.840914,-5.314935,12.308355"
01,"-339.42212,44.89816,-2.4731061,37.89717,4.149962,6.170719,-2.3115466,-3.297059,-4.2107964,3.292598,-15.02793,7.578828,-3.6773598,3.0820894,2.827047,-4.155495,-3.9614425,7.209402,-6.728644,7.642059"
01,"-261.2905,46.759975,-18.437254,14.885479,-0.96358544,-8.645326,-5.0247264,-13.57591,-10.04029,3.3224378,-21.045904,4.9219723,-15.810059,5.3206463,-6.285239,-5.0604997,1.6904614,8.8799515,0.9355348,19.537214"
01,"-319.69495,33.184002,-16.760292,19.387913,-1.4341178,-0.56795967,-10.301047,-3.5082235,-12.238981,8.622556,-18.316076,10.990819,-3.650956,4.1688333,0.21125236,-1.2335336,-0.9423046,13.482677,-5.0205092,16.939613"
01,"-291.10236,19.98792,-12.804743,29.579275,-2.9760182,1.8524262,-7.7164183,0.86814135,-8.705926,9.717522,-17.029148,13.336581,-1.3282845,2.653082,0.16652842,-1.9102138,-5.980348,7.3372827,-11.473976,8.1248455"
01,"-270.51523,28.101816,-4.5951786,19.963177,-7.7438765,10.490277,-3.0661182,2.3808987,-11.475367,12.084269,-15.56335,8.301546,-3.5478153,0.82611275,-2.471762,-6.3127694,-9.236357,7.8483033,-11.479243,7.6879096"
01,"-307.80225,31.43128,-22.78815,8.322419,-17.056269,-0.41321355,-7.8522105,-12.275179,-11.822444,3.9975455,-19.894009,10.017312,-9.212449,7.2630796,0.63973,-1.1198776,2.6559722,10.430451,-4.37369,18.635303"
01,"-288.95935,40.418163,-22.363916,13.779639,-5.753094,-6.0285473,-7.5244226,-4.740903,-9.704232,9.052451,-24.190832,7.95087,-4.94483,0.8307992,-3.2022336,-3.6817575,-12.5891485,11.300184,-2.4682012,14.324391"
01,"-312.93314,40.983208,-7.2359505,10.253361,-23.885036,4.6682196,1.9912792,-12.2061205,-6.730222,4.2816925,-19.552105,11.823532,-8.425978,7.053965,-4.8827214,-5.578862,-1.6453205,6.268558,-3.586557,18.863363"
01,"-255.36014,49.555122,-10.692859,11.216874,-15.051404,-5.3471346,-10.879223,-15.963536,-2.1511734,-0.74166423,-24.734087,12.900383,-15.099008,-0.27207333,-0.7513473,-3.7386312,6.934002,19.78048,-0.19165967,15.346327"
01,"-290.65756,50.271923,-13.384237,13.204036,-13.879442,-0.22960769,-7.3090267,-3.8674412,-14.120463,7.9181314,-15.424583,5.206166,-5.08123,-0.37273195,-3.2279356,-1.5603578,-6.8467207,11.338564,-3.4737148,11.300628"
01,"-259.44193,56.625088,-2.673431,7.392452,-18.973173,6.1258836,2.2743266,-7.250163,-13.566166,8.85517,-18.624376,4.777649,-2.885677,-0.88384956,-7.9473767,-3.367095,-3.6089342,14.159201,-1.738418,15.322987"
01,"-301.75867,58.4296,-16.76253,-1.126656,-3.5443783,-5.161018,-4.567572,-6.665611,-11.51862,10.050985,-23.540464,6.3055286,-10.475074,-0.81755555,-0.954116,-2.4721358,-9.864007,6.5703516,-11.088693,1.5818226"
01,"-269.00186,36.416435,-6.555136,20.426096,-5.962288,10.400084,-7.6138906,-1.978912,-7.398549,9.310518,-18.766273,2.4702117,-6.0391574,3.6188903,-0.10983902,-1.6187248,-2.1945748,13.910831,-9.029568,12.395075"
01,"-339.68716,18.93651,-5.8498306,19.627874,-3.4682786,-0.87201524,-5.394856,-1.843469,-8.53069,9.314358,-18.911364,12.250372,-2.526897,7.3787527,-3.0686705,-2.909862,-2.0990272,9.27868,-12.41819,11.367808"
01,"-269.56204,30.953375,-17.165775,10.352555,-7.954626,-0.8004564,-3.748345,3.1344182,-13.782121,11.446837,-15.022288,3.6777174,-3.6840131,0.92004514,1.3510998,2.7002099,-9.660215,14.21195,-5.5384755,9.75133"
01,"-322.26855,21.854877,-7.383141,16.6819,-3.9632447,0.69261026,-6.952354,-2.6508605,-17.591959,6.324624,-20.46977,11.060191,-4.033968,1.5323266,-0.798999,-1.3231047,-5.744234,13.164685,-7.365632,15.900597"
01,"-288.1054,58.336422,-10.440337,17.625196,-0.6066638,-0.4059711,-2.7373264,-1.3556725,-7.284374,8.437462,-17.605482,3.5308344,-6.718023,1.4390014,-4.152148,-7.0932646,-4.0329146,7.620797,-6.0084596,14.068337"
01,"-235.62784,40.624523,-16.98694,16.635363,-13.2067995,9.723189,-3.1492517,-6.083456,-5.2479053,1.9613183,-17.365047,10.201059,-11.098242,7.687056,-11.439243,-3.515598,-0.053318795,3.7663395,-6.6266465,13.947823"
01,"-310.65552,28.709192,-6.5368075,17.338947,1.703459,-2.2909076,0.62758636,-1.7290928,-7.6688833,8.471387,-22.308165,10.711069,-7.723237,6.7150164,-5.2684984,-4.6191025,-6.2992296,3.5260215,-10.990169,15.932866"
01,"-337.71768,25.459496,-12.908902,25.218224,-3.1432886,-5.6420035,-12.696542,-5.6970296,-11.405314,5.4784393,-20.167883,11.487379,-5.259988,1.0515141,0.65403724,-4.548334,-4.616101,9.712694,-2.608552,18.552874"
01,"-269.44296,43.91543,-9.581107,12.250058,-4.702652,12.630166,-6.2906446,-10.475839,-7.042015,16.155506,-21.414822,9.176706,-4.3933787,3.2694805,-1.7893147,2.0486465,-11.309255,11.1490135,-6.0044494,9.264514"
01,"-317.28958,34.78916,-14.883671,20.868567,-4.5993943,-3.0508316,-5.4640284,0.00010417912,-12.50215,7.817698,-21.400284,9.745061,-3.7390254,5.5219135,-4.029845,-4.077047,-4.2363877,4.844184,-10.44679,15.512096"
01,"-314.7923,32.361904,-20.289404,25.545649,-10.146268,-5.049408,-16.252666,-11.243257,-11.530558,3.883199,-27.452555,5.9215994,-8.81291,1.8275573,-2.5967267,-5.265414,-5.0288734,12.369583,-8.148748,14.499704"
01,"-305.44705,47.466908,-3.551752,14.655927,-31.800682,0.67692846,-2.4899154,-11.612243,-10.668637,4.7884064,-22.580242,11.253341,-11.541619,5.597908,-0.9696074,-9.09869,-2.4633424,5.029537,-4.660922,17.919481"
01,"-290.93973,43.70921,-9.089367,19.120708,-0.5564178,2.7428107,-11.559979,3.2585022,-13.650259,11.418237,-16.541807,0.74232465,-1.1560787,-0.69864076,-0.3332312,2.3560534,-8.111962,17.19832,-3.767094,8.526907"
01,"-256.26767,46.26567,9.952427,11.4271965,1.7591213,7.07447,-4.4428844,-5.4839215,-13.06804,1.6698639,-17.722195,8.656886,-7.55745,3.028934,-2.412227,-3.556239,1.859801,12.927187,-4.94906,13.40287"
01,"-285.608,36.53014,-21.43979,15.408094,-5.6703963,-2.2646248,-11.282453,-2.4782498,-12.561551,12.084718,-20.096428,3.4285572,-5.813524,2.0323215,1.6239598,0.98760366,-3.3872323,17.84572,-5.8146105,11.21941"
01,"-255.35748,32.521862,-20.544468,15.417952,-6.0794673,4.4300556,-1.2231945,3.6485715,-8.347392,9.408605,-16.14952,6.8659887,-3.3018825,5.6344333,1.0926929,-1.1841165,-3.2682393,15.052592,-8.179323,7.890909"
01,"-286.79858,26.158499,-17.81329,18.775227,-12.034424,1.4286743,-10.474186,5.5246964,-11.8669195,10.236468,-20.35166,6.0496397,-1.3630636,0.5018077,0.8307888,-1.3061332,-5.286858,9.425439,-12.724841,9.132087"
01,"-305.7829,41.3894,-1.3024669,8.00728,-23.054207,10.900557,6.484129,-5.1629014,-7.695265,9.698426,-16.408566,12.084435,-3.9646208,6.4068284,-3.1956031,-5.326958,-8.1734295,3.8888078,-10.629447,18.771338"
01,"-246.31224,30.829105,-13.015982,28.715729,-8.291502,8.688255,-1.0698868,2.8150241,-9.716153,7.5927644,-19.346495,3.7688262,-1.2601011,5.2143865,-3.340776,1.5829995,-0.13325949,14.41103,-5.751854,8.21748"
01,"-297.54773,31.726099,-14.470255,35.032684,-2.7569122,-6.504204,-5.8030777,-2.19211,-6.8888216,0.053205203,-17.8961,12.721964,-7.437051,2.9025836,3.5809364,-2.5784693,-1.9539986,8.052832,-8.193316,13.617205"
01,"-308.2999,37.907417,-24.945164,13.469372,-12.534989,6.51655,-1.8927836,0.37754327,-8.924286,13.523236,-19.947063,5.9555745,-2.9681494,4.7815504,3.2082129,-3.3572998,-9.8328495,12.9189205,-11.932722,16.48111"
01,"-290.8966,22.558628,-16.076931,31.480875,-3.3382225,-5.654052,-7.623607,-0.9619096,-9.910812,6.1856956,-20.09968,14.661996,-6.6602035,4.2455244,6.072084,-1.6170391,-1.0170572,11.704249,-6.726777,19.427452"
01,"-260.42496,38.760395,-31.575684,14.231646,-8.236556,1.796532,-7.3713512,3.8379934,-6.5298142,9.836785,-18.56481,4.0792327,0.12848711,-3.9939642,2.2096643,1.0447943,-9.762364,16.377895,-4.1143184,12.175315"
01,"-275.84958,28.228027,-12.973948,25.837814,-1.0600927,-5.2827573,-8.147219,6.522957,-7.943697,10.229135,-15.557332,13.024422,1.0953643,3.0886083,2.3999212,2.2483768,-4.966221,7.6594787,-12.451638,6.7649674"
01,"-317.59537,45.83216,-1.2607486,17.46494,-20.77616,3.0355206,2.1339386,0.20323142,-12.848898,12.90621,-21.131998,9.182497,-0.5617611,2.6160448,-0.7578821,-4.2970786,-9.70756,5.6029987,-14.111685,15.430995"
01,"-265.56943,75.54695,7.4100633,25.882278,-9.443978,6.608381,5.337987,-1.200681,-5.7223196,6.7178106,-18.258331,-1.8029896,-0.29285964,1.8392569,-6.24448,0.27649483,-11.10334,8.425491,4.7966924,15.794984"
01,"-250.22461,71.62084,-8.490098,0.2783737,-7.393498,-1.1177773,-0.06582553,-10.882293,-10.33638,10.122365,-21.691471,9.4929285,-3.5688918,-5.040218,-4.090411,-7.6478305,-6.376845,15.152472,-2.7197785,19.475183"
01,"-327.48544,20.388536,-23.400717,18.15239,-10.722572,4.3198934,-12.259877,-1.1980722,-8.71387,9.289111,-19.284826,15.561072,-3.5210369,6.102283,-1.137319,-2.246329,0.46435183,10.427809,-9.331335,15.963639"
01,"-262.30203,11.9119425,-25.737877,20.762878,-18.984766,0.9602206,-10.65954,-7.143925,-9.388624,2.9259348,-20.4444,12.001863,-9.249501,3.12879,-1.6785578,-2.4226468,-0.030310525,14.040278,-4.4829264,16.075495"
01,"-241.5934,49.371616,-0.6795261,21.113398,-11.097942,-0.5744018,-5.9254336,-2.2479534,-15.146468,6.1822133,-16.611992,1.7077346,-2.8963826,-2.3934934,-8.204276,-3.0793865,-7.072927,7.8706717,-6.0473437,17.64311"
01,"-261.89868,47.954853,-13.941679,4.9175887,-8.994439,9.832353,-8.033879,-3.351788,-12.760598,8.830859,-21.030598,0.9011894,-2.1075172,-4.5105352,-7.811097,1.0244316,-10.839222,9.898981,0.19590805,9.324417"
01,"-329.04886,38.481503,-5.9371877,20.698675,-6.8704753,7.6904407,-2.2341888,-4.523266,-12.1711445,13.011437,-25.290743,6.177334,-5.621488,-0.0024904918,-4.1562805,-1.8898617,-9.045112,13.645998,-5.5289025,17.387022"
01,"-323.32834,15.259449,-11.036718,21.97606,-12.953774,6.8685718,-8.907589,-4.477344,-9.053797,12.405603,-19.763372,10.418166,-4.2795024,4.6727524,0.12974988,-2.870691,-6.156241,10.518033,-10.064112,13.7099695"
01,"-254.24753,34.902847,-17.631094,18.819443,-4.003134,5.4646664,-11.972103,3.4732325,-10.090912,13.921284,-19.123222,7.637426,-5.865017,2.7044733,-0.97719884,0.5200276,-4.305987,12.750959,-9.380089,11.854365"
01,"-314.5754,19.883596,-9.748872,13.930973,-7.9347734,-2.3461115,-12.54891,-12.24556,-11.450474,2.8651066,-20.982765,8.823958,-7.0501375,4.7781587,0.13395683,-0.7870312,-2.6974823,13.45521,-4.2634716,13.548412"
01,"-299.16995,41.50916,-0.5020556,42.538074,-1.0387659,-3.452279,-6.3345466,-2.3131835,-18.250654,4.746481,-17.267282,0.3278586,-5.3670144,-3.7567828,-4.2831297,-1.8956169,-8.724588,14.764537,-0.20082648,19.754328"
01,"-320.48822,27.413258,-16.44131,34.985054,-4.310575,-6.894007,-10.068715,-7.04123,-8.69532,0.60699147,-16.462202,10.624092,-7.806492,4.662925,2.9590554,-0.16212757,-0.80835915,8.86256,-3.711391,12.948467"
01,"-309.077,28.015345,-25.643728,27.759708,-6.418367,-11.538481,-15.662071,-4.5963063,-10.281099,0.779693,-23.297241,12.263403,-8.533556,1.4267614,1.1921493,-4.998548,-3.460073,10.951696,-4.35132,19.209341"
01,"-293.3848,16.442122,-14.0165615,37.73041,-4.5355697,-2.410919,-8.739654,6.5122285,-13.016253,3.327431,-17.034166,6.872258,-2.4155242,-3.9848933,3.480446,-0.9408236,-5.834281,13.828287,-9.324963,8.83901"
01,"-342.59024,23.513489,-14.136955,26.47801,-7.908348,-2.5301268,-9.011362,-4.2955093,-6.4459896,3.9432595,-21.725666,12.727707,-5.286656,5.324857,0.9937542,-0.68217695,-1.707064,9.93625,-8.915856,13.001652"
01,"-319.309,36.196938,-12.875603,21.104826,-16.172565,5.965892,-3.4496133,-4.987812,-10.778129,10.12186,-17.336027,12.352444,-2.7465093,2.135403,3.8384147,-1.6648821,-5.123601,9.332105,-9.9217005,19.27357"
01,"-312.8321,38.842075,-8.823225,39.113777,-5.7592483,-2.909174,-12.660359,-2.5433404,-18.715776,2.7503617,-18.292168,1.866611,-2.9573712,-4.9882774,-6.2494526,-1.075184,-10.166308,11.588464,0.107940525,20.270567"
01,"-289.45792,26.096197,-15.109927,29.963923,-9.779979,0.786373,-8.665951,-2.3667,-8.403891,4.4028826,-16.802753,9.153256,-5.093019,1.1182564,-0.53411436,-5.1939354,-2.324826,11.699085,-6.369341,13.67916"
01,"-290.85773,58.74119,-7.780525,14.20153,-1.3790374,4.7041316,-2.011907,-6.2472115,-13.3668165,5.6745114,-14.816164,-1.9309984,-1.3030043,-2.1737583,-8.741608,-1.8625265,-8.597461,10.405126,-2.3407564,16.909235"
